"ibraRegion","yearStart","yearEnd","epbcStatus","recordCount","speciesCount"
"Sydney Basin",2016,2020,"Vulnerable",40707,102
"Sydney Basin",2016,2020,"Endangered",11099,59
"Sydney Basin",2016,2020,"Critically Endangered",4689,18
"Tiwi Cobourg",2016,2020,"Not listed",8687,374
"Wet Tropics",2016,2020,"Not listed",736088,6126
"Indian Tropical Islands",2016,2020,"Critically Endangered",27,5
"Sydney Basin",2016,2020,"Conservation Dependent",2,2
"Brigalow Belt North",2016,2020,"Endangered",107,14
"Brigalow Belt South",2016,2020,"Not listed",512500,4613
"Cape York Peninsula",2016,2020,"Critically Endangered",5990,1
"Central Mackay Coast",2016,2020,"Endangered",12,6
"Einasleigh Uplands",2016,2020,"Not listed",150174,2517
"Gulf Fall and Uplands",2016,2020,"Not listed",24796,1008
"Gulf Plains",2016,2020,"Not listed",37922,722
"Mitchell Grass Downs",2016,2020,"Not listed",61697,1044
"New England Tablelands",2016,2020,"Not listed",197768,3303
"South Eastern Queensland",2016,2020,"Critically Endangered",1269,12
"Wet Tropics",2016,2020,"Vulnerable",484,32
"Channel Country",2016,2020,"Not listed",66280,1158
"Darwin Coastal",2016,2020,"Endangered",1141,12
"Pine Creek",2016,2020,"Not listed",120587,1228
"Broken Hill Complex",2016,2020,"Not listed",22038,646
"Cobar Peneplain",2016,2020,"Not listed",94472,1145
"Darling Riverine Plains",2016,2020,"Not listed",118308,1403
"Nandewar",2016,2020,"Not listed",224596,2216
"Daly Basin",2016,2020,"Not listed",64399,1378
"MacDonnell Ranges",2016,2020,"Not listed",58831,1107
"Sturt Plateau",2016,2020,"Not listed",12198,734
"Mount Isa Inlier",2016,2020,"Not listed",47804,492
"Mulga Lands",2016,2020,"Not listed",165644,1222
"Australian Alps",2016,2020,"Vulnerable",2311,15
"Australian Alps",2016,2020,"Critically Endangered",844,9
"Burt Plain",2016,2020,"Not listed",11880,510
"Central Arnhem",2016,2020,"Not listed",3471,279
"Tanami",2016,2020,"Vulnerable",151,2
"Brigalow Belt South",2016,2020,"Endangered",29883,17
"Brigalow Belt South",2016,2020,"Vulnerable",18820,37
"NSW North Coast",2016,2020,"Critically Endangered",1226,5
"Nandewar",2016,2020,"Endangered",429,6
"New England Tablelands",2016,2020,"Endangered",575,16
"New England Tablelands",2016,2020,"Vulnerable",5473,34
"South East Coastal Plain",1900,1970,"Critically Endangered",45,5
"Nandewar",1900,1970,"Extinct",2,1
"Stony Plains",1900,1970,"Extinct",1,1
"Southern Volcanic Plain",1900,1970,"Extinct",1,1
"Dampierland",1900,1970,"Endangered",18,2
"Arnhem Coast",1900,1970,"Endangered",85,4
"Tasmanian Northern Slopes",1900,1970,"Critically Endangered",2,1
"King",1900,1970,"Critically Endangered",1,1
"Tasmanian Northern Midlands",1900,1970,"Critically Endangered",6,1
"Tasmanian Northern Midlands",1900,1970,"Endangered",45,6
"Tasmanian Southern Ranges",1900,1970,"Extinct",2,1
"Mulga Lands",1900,1970,"Endangered",17,3
"Finke",1900,1970,"Vulnerable",6,3
"Great Victoria Desert",1900,1970,"Extinct",9,4
"South East Coastal Plain",1900,1970,"Conservation Dependent",13,2
"Mitchell Grass Downs",1900,1970,"Endangered",13,2
"Sturt Plateau",1900,1970,"Endangered",24,1
"Dampierland",1900,1970,"Critically Endangered",2,2
"MacDonnell Ranges",1900,1970,"Endangered",15,2
"Einasleigh Uplands",1900,1970,"Extinct",1,1
"Gawler",1900,1970,"Vulnerable",7,5
"Finke",1900,1970,"Extinct",1,1
"Subantarctic Islands",1900,1970,"Endangered",1413,2
"Nandewar",1900,1970,"Critically Endangered",2,1
"Burt Plain",1900,1970,"Critically Endangered",4,2
"Central Arnhem",1900,1970,"Endangered",3,2
"South East Coastal Plain",1900,1970,"Extinct",8,1
"Tasmanian Southern Ranges",1900,1970,"Critically Endangered",2,2
"Central Ranges",1900,1970,"Critically Endangered",6,1
"South East Corner",1900,1970,"Critically Endangered",27,3
"Arnhem Plateau",1900,1970,"Endangered",18,3
"Gulf Coastal",1900,1970,"Endangered",2,1
"Central Mackay Coast",1900,1970,"Endangered",11,4
"Central Mackay Coast",1900,1970,"Vulnerable",34,10
"Murchison",1900,1970,"Extinct",2,2
"Central Ranges",1900,1970,"Extinct",5,4
"Tasmanian West",1900,1970,"Extinct in the wild",28,1
"Tasmanian West",1900,1970,"Vulnerable",41,3
"Geraldton Sandplains",1900,1970,"Vulnerable",25,5
"Mallee",1900,1970,"Endangered",15,11
"Pilbara",1900,1970,"Critically Endangered",6,1
"Channel Country",1976,1980,"Critically Endangered",4,2
"NSW North Coast",1976,1980,"Extinct",1,1
"New England Tablelands",1976,1980,"Extinct",1,1
"Pacific Subtropical Islands",1976,1980,"Endangered",15,11
"South Eastern Queensland",1976,1980,"Critically Endangered",15,3
"Arnhem Plateau",1976,1980,"Endangered",13,3
"Daly Basin",1976,1980,"Endangered",16,2
"Darwin Coastal",1976,1980,"Vulnerable",15,6
"Finke",1976,1980,"Critically Endangered",2,1
"Ord Victoria Plain",1976,1980,"Critically Endangered",21,1
"Tiwi Cobourg",1976,1980,"Endangered",5,3
"Darling Riverine Plains",1976,1980,"Critically Endangered",1,1
"Gulf Plains",1976,1980,"Vulnerable",4,3
"Mulga Lands",1976,1980,"Critically Endangered",3,2
"Nullarbor",1976,1980,"Vulnerable",2,2
"Subantarctic Islands",1976,1980,"Critically Endangered",12,3
"Yalgoo",1976,1980,"Endangered",5,2
"Channel Country",1976,1980,"Vulnerable",48,7
"Arnhem Coast",1976,1980,"Vulnerable",71,4
"Gulf Coastal",1976,1980,"Endangered",8,2
"Mitchell Grass Downs",1976,1980,"Endangered",1,1
"Channel Country",1976,1980,"Endangered",2,2
"Ben Lomond",1976,1980,"Conservation Dependent",1,1
"King",1976,1980,"Extinct",245,1
"Tasmanian Central Highlands",1976,1980,"Endangered",18,4
"Tasmanian Central Highlands",1976,1980,"Vulnerable",41,6
"Tasmanian Northern Midlands",1976,1980,"Endangered",6,5
"Tasmanian Northern Slopes",1976,1980,"Vulnerable",17,7
"Tasmanian South East",1976,1980,"Critically Endangered",6,2
"Subantarctic Islands",1976,1980,"Vulnerable",2,2
"Avon Wheatbelt",1976,1980,"Endangered",86,27
"Avon Wheatbelt",1976,1980,"Critically Endangered",9,3
"Avon Wheatbelt",1976,1980,"Vulnerable",46,9
"Dampierland",1976,1980,"Endangered",7,1
"Esperance Plains",1976,1980,"Endangered",65,23
"Esperance Plains",1976,1980,"Vulnerable",22,10
"Gascoyne",1976,1980,"Critically Endangered",5,1
"Geraldton Sandplains",1976,1980,"Endangered",55,18
"Geraldton Sandplains",1976,1980,"Vulnerable",31,7
"Jarrah Forest",1976,1980,"Vulnerable",20,11
"Mallee",1976,1980,"Endangered",29,7
"Mallee",1976,1980,"Vulnerable",20,5
"Northern Kimberley",1976,1980,"Endangered",13,1
"Swan Coastal Plain",1976,1980,"Critically Endangered",11,2
"Warren",1976,1980,"Vulnerable",14,4
"Warren",1976,1980,"Critically Endangered",7,4
"Yalgoo",1976,1980,"Critically Endangered",2,1
"Gibson Desert",1986,1990,"Critically Endangered",6,1
"Jarrah Forest",1986,1990,"Critically Endangered",5,4
"Pilbara",1986,1990,"Critically Endangered",4,1
"Coral Sea",1986,1990,"Not listed",11,11
"Australian Alps",1981,1985,"Not listed",36520,1903
"Australian Alps",1981,1985,"Vulnerable",118,13
"South Eastern Highlands",1981,1985,"Endangered",679,23
"South Eastern Highlands",1981,1985,"Not listed",136974,5349
"South Eastern Highlands",1981,1985,"Vulnerable",751,47
"Sydney Basin",1981,1985,"Not listed",106773,5567
"Australian Alps",1981,1985,"Endangered",179,6
"Brigalow Belt South",1981,1985,"Not listed",25717,3609
"Brigalow Belt South",1981,1985,"Vulnerable",160,34
"Broken Hill Complex",1981,1985,"Not listed",3209,601
"Channel Country",1981,1985,"Not listed",10525,1048
"Cobar Peneplain",1981,1985,"Not listed",10060,1137
"Cobar Peneplain",1981,1985,"Vulnerable",79,7
"Darling Riverine Plains",1981,1985,"Not listed",8778,960
"Darling Riverine Plains",1981,1985,"Vulnerable",39,6
"Mulga Lands",1981,1985,"Not listed",10510,1025
"Murray Darling Depression",1981,1985,"Not listed",103767,2996
"Murray Darling Depression",1981,1985,"Vulnerable",232,28
"NSW North Coast",1981,1985,"Critically Endangered",19,2
"NSW North Coast",1981,1985,"Endangered",96,18
"NSW North Coast",1981,1985,"Not listed",40735,3893
"NSW North Coast",1981,1985,"Vulnerable",241,29
"NSW South Western Slopes",1981,1985,"Endangered",65,10
"NSW South Western Slopes",1981,1985,"Not listed",35381,1967
"NSW South Western Slopes",1981,1985,"Vulnerable",250,13
"NSW South Western Slopes",1981,1985,"Critically Endangered",17,4
"Nandewar",1981,1985,"Not listed",4303,1168
"New England Tablelands",1981,1985,"Endangered",19,7
"New England Tablelands",1981,1985,"Not listed",10609,1987
"New England Tablelands",1981,1985,"Vulnerable",80,21
"Pacific Subtropical Islands",1981,1985,"Endangered",18,6
"Pacific Subtropical Islands",1981,1985,"Not listed",2525,660
"Riverina",1981,1985,"Not listed",69101,2043
"Riverina",1981,1985,"Vulnerable",435,18
"Riverina",1981,1985,"Critically Endangered",350,5
"Riverina",1981,1985,"Endangered",88,13
"Simpson Strzelecki Dunefields",1981,1985,"Not listed",7996,898
"South East Corner",1981,1985,"Endangered",277,12
"South East Corner",1981,1985,"Not listed",94374,4073
"South East Corner",1981,1985,"Vulnerable",336,32
"South East Corner",1981,1985,"Critically Endangered",22,3
"South Eastern Queensland",1981,1985,"Critically Endangered",59,8
"South Eastern Queensland",1981,1985,"Endangered",280,34
"South Eastern Queensland",1981,1985,"Not listed",118650,7266
"South Eastern Queensland",1981,1985,"Vulnerable",680,74
"Sydney Basin",1981,1985,"Critically Endangered",142,7
"Sydney Basin",1981,1985,"Endangered",519,29
"Sydney Basin",1981,1985,"Vulnerable",739,58
"Arnhem Coast",1981,1985,"Not listed",2793,1125
"Arnhem Plateau",1981,1985,"Not listed",4157,1106
"Arnhem Plateau",1981,1985,"Vulnerable",12,2
"Burt Plain",1981,1985,"Not listed",4450,734
"Central Ranges",1981,1985,"Not listed",2959,633
"Daly Basin",1981,1985,"Not listed",7453,835
"Daly Basin",1981,1985,"Endangered",40,3
"Daly Basin",1981,1985,"Vulnerable",3,1
"Darwin Coastal",1981,1985,"Endangered",113,3
"Darwin Coastal",1981,1985,"Not listed",31509,2710
"Darwin Coastal",1981,1985,"Vulnerable",46,7
"Davenport Murchison Ranges",1981,1985,"Not listed",3374,734
"Finke",1981,1985,"Not listed",3861,571
"Great Sandy Desert",1981,1985,"Not listed",3550,803
"Great Sandy Desert",1981,1985,"Vulnerable",34,5
"Gulf Coastal",1981,1985,"Not listed",1943,703
"Gulf Coastal",1981,1985,"Endangered",3,1
"Gulf Fall and Uplands",1981,1985,"Not listed",7476,1149
"Gulf Fall and Uplands",1981,1985,"Endangered",6,3
"Gulf Plains",1981,1985,"Not listed",3299,809
"MacDonnell Ranges",1981,1985,"Not listed",15723,1267
"MacDonnell Ranges",1981,1985,"Vulnerable",34,7
"Mitchell Grass Downs",1981,1985,"Not listed",6908,1097
"Ord Victoria Plain",1981,1985,"Not listed",4761,978
"Ord Victoria Plain",1981,1985,"Endangered",23,2
"Pine Creek",1981,1985,"Not listed",18112,1741
"Pine Creek",1981,1985,"Endangered",85,4
"Pine Creek",1981,1985,"Vulnerable",70,7
"Simpson Strzelecki Dunefields",1981,1985,"Extinct",20,1
"Sturt Plateau",1981,1985,"Not listed",5815,642
"Tanami",1981,1985,"Not listed",13469,856
"Tanami",1981,1985,"Vulnerable",275,3
"Tiwi Cobourg",1981,1985,"Not listed",1072,551
"Tiwi Cobourg",1981,1985,"Vulnerable",6,2
"Victoria Bonaparte",1981,1985,"Not listed",5636,1240
"Victoria Bonaparte",1981,1985,"Endangered",8,2
"Brigalow Belt North",1981,1985,"Not listed",10124,2261
"Brigalow Belt North",1981,1985,"Vulnerable",110,12
"Brigalow Belt North",1981,1985,"Endangered",11,4
"Brigalow Belt South",1981,1985,"Endangered",31,10
"Cape York Peninsula",1981,1985,"Not listed",22367,4245
"Cape York Peninsula",1981,1985,"Endangered",47,8
"Central Mackay Coast",1981,1985,"Not listed",11238,1854
"Channel Country",1981,1985,"Vulnerable",37,8
"Channel Country",1981,1985,"Critically Endangered",8,1
"Desert Uplands",1981,1985,"Not listed",2405,749
"Einasleigh Uplands",1981,1985,"Not listed",7970,2102
"Gulf Plains",1981,1985,"Endangered",5,2
"Mount Isa Inlier",1981,1985,"Not listed",2034,636
"Wet Tropics",1981,1985,"Not listed",42154,5654
"Wet Tropics",1981,1985,"Vulnerable",150,31
"Eyre Yorke Block",1981,1985,"Not listed",51560,2507
"Eyre Yorke Block",1981,1985,"Vulnerable",93,14
"Eyre Yorke Block",1981,1985,"Endangered",121,15
"Flinders Lofty Block",1981,1985,"Endangered",66,13
"Flinders Lofty Block",1981,1985,"Not listed",99141,2770
"Flinders Lofty Block",1981,1985,"Vulnerable",104,17
"Gawler",1981,1985,"Not listed",23512,1330
"Gawler",1981,1985,"Vulnerable",2,2
"Great Victoria Desert",1981,1985,"Not listed",4081,802
"Hampton",1981,1985,"Endangered",2,1
"Kanmantoo",1981,1985,"Not listed",30575,1903
"Kanmantoo",1981,1985,"Vulnerable",205,17
"Kanmantoo",1981,1985,"Endangered",102,11
"Murray Darling Depression",1981,1985,"Endangered",76,11
"Naracoorte Coastal Plain",1981,1985,"Not listed",33952,2260
"Naracoorte Coastal Plain",1981,1985,"Vulnerable",158,25
"Nullarbor",1981,1985,"Endangered",1,1
"Southern Volcanic Plain",1981,1985,"Not listed",37452,2044
"Stony Plains",1981,1985,"Not listed",7341,987
"Stony Plains",1981,1985,"Vulnerable",28,2
"Ben Lomond",1981,1985,"Not listed",3710,1172
"Furneaux",1981,1985,"Not listed",9383,2052
"Furneaux",1981,1985,"Vulnerable",30,14
"King",1981,1985,"Not listed",2725,1042
"Tasmanian Central Highlands",1981,1985,"Not listed",6971,1300
"Tasmanian Northern Midlands",1981,1985,"Not listed",2640,816
"Tasmanian Northern Midlands",1981,1985,"Vulnerable",22,8
"Tasmanian Northern Slopes",1981,1985,"Not listed",2667,971
"Tasmanian South East",1981,1985,"Critically Endangered",29,4
"Tasmanian South East",1981,1985,"Not listed",11340,2789
"Tasmanian South East",1981,1985,"Conservation Dependent",1,1
"Tasmanian South East",1981,1985,"Vulnerable",34,15
"Tasmanian Southern Ranges",1981,1985,"Not listed",5616,1567
"Tasmanian West",1981,1985,"Not listed",8384,1437
"Australian Alps",1981,1985,"Critically Endangered",58,5
"South East Coastal Plain",1981,1985,"Not listed",151574,3400
"South East Coastal Plain",1981,1985,"Vulnerable",308,24
"South East Coastal Plain",1981,1985,"Endangered",211,16
"South East Coastal Plain",1981,1985,"Critically Endangered",37,2
"Southern Volcanic Plain",1981,1985,"Critically Endangered",9,2
"Southern Volcanic Plain",1981,1985,"Vulnerable",213,22
"Southern Volcanic Plain",1981,1985,"Endangered",78,14
"Victorian Midlands",1981,1985,"Endangered",180,16
"Victorian Midlands",1981,1985,"Not listed",73572,2664
"Victorian Midlands",1981,1985,"Vulnerable",199,24
"Avon Wheatbelt",1981,1985,"Not listed",12221,2680
"Avon Wheatbelt",1981,1985,"Endangered",84,34
"Carnarvon",1981,1985,"Not listed",2918,1024
"Coolgardie",1981,1985,"Not listed",6101,1654
"Dampierland",1981,1985,"Not listed",5141,1374
"Esperance Plains",1981,1985,"Endangered",54,19
"Esperance Plains",1981,1985,"Not listed",12354,2412
"Esperance Plains",1981,1985,"Vulnerable",30,10
"Geraldton Sandplains",1981,1985,"Not listed",10557,2150
"Geraldton Sandplains",1981,1985,"Endangered",84,28
"Geraldton Sandplains",1981,1985,"Vulnerable",81,10
"Jarrah Forest",1981,1985,"Not listed",15690,3067
"Jarrah Forest",1981,1985,"Endangered",39,12
"Jarrah Forest",1981,1985,"Vulnerable",59,14
"Mallee",1981,1985,"Not listed",8380,2092
"Murchison",1981,1985,"Not listed",3374,1031
"Northern Kimberley",1981,1985,"Not listed",5477,1517
"Ord Victoria Plain",1981,1985,"Critically Endangered",9,1
"Pilbara",1981,1985,"Not listed",4807,1343
"Pilbara",1981,1985,"Critically Endangered",3,2
"Swan Coastal Plain",1981,1985,"Not listed",14943,2473
"Swan Coastal Plain",1981,1985,"Critically Endangered",6,5
"Swan Coastal Plain",1981,1985,"Endangered",51,15
"Warren",1981,1985,"Not listed",6298,1741
"Warren",1981,1985,"Critically Endangered",14,3
"Warren",1981,1985,"Endangered",22,8
"Warren",1981,1985,"Vulnerable",21,8
"Yalgoo",1981,1985,"Not listed",1556,654
"Hampton",1981,1985,"Not listed",3289,477
"Nullarbor",1981,1985,"Not listed",9759,691
"Avon Wheatbelt",1981,1985,"Vulnerable",60,15
"Gascoyne",1981,1985,"Not listed",1047,496
"Subantarctic Islands",1981,1985,"Not listed",1304,203
"South Eastern Highlands",1981,1985,"Critically Endangered",70,12
"Victorian Midlands",1981,1985,"Critically Endangered",32,4
"Cape York Peninsula",1981,1985,"Vulnerable",56,13
"Central Mackay Coast",1981,1985,"Endangered",31,6
"Desert Uplands",1981,1985,"Endangered",5,2
"Desert Uplands",1981,1985,"Vulnerable",1,1
"Einasleigh Uplands",1981,1985,"Vulnerable",69,14
"Wet Tropics",1981,1985,"Endangered",102,12
"Naracoorte Coastal Plain",1981,1985,"Endangered",68,13
"Indian Tropical Islands",1981,1985,"Not listed",762,395
"Nandewar",1981,1985,"Vulnerable",20,9
"Central Arnhem",1981,1985,"Not listed",398,254
"Victoria Bonaparte",1981,1985,"Vulnerable",6,3
"Brigalow Belt North",1981,1985,"Critically Endangered",17,1
"Central Mackay Coast",1981,1985,"Extinct",41,1
"Central Mackay Coast",1981,1985,"Vulnerable",24,10
"Mitchell Grass Downs",1981,1985,"Vulnerable",17,6
"South Eastern Queensland",1981,1985,"Extinct",3,2
"Wet Tropics",1981,1985,"Critically Endangered",113,6
"Wet Tropics",1981,1985,"Extinct",65,2
"Great Victoria Desert",1981,1985,"Vulnerable",7,4
"Kanmantoo",1981,1985,"Critically Endangered",6,3
"Naracoorte Coastal Plain",1981,1985,"Critically Endangered",6,3
"Stony Plains",1981,1985,"Endangered",14,1
"Ben Lomond",1981,1985,"Vulnerable",20,7
"Ben Lomond",1981,1985,"Critically Endangered",4,1
"King",1981,1985,"Endangered",6,2
"Tasmanian Central Highlands",1981,1985,"Vulnerable",9,6
"Tasmanian Northern Midlands",1981,1985,"Endangered",26,8
"Tasmanian Northern Midlands",1981,1985,"Critically Endangered",4,2
"Tasmanian Northern Slopes",1981,1985,"Critically Endangered",13,3
"Tasmanian Northern Slopes",1981,1985,"Vulnerable",13,8
"Tasmanian Northern Slopes",1981,1985,"Endangered",8,4
"Tasmanian South East",1981,1985,"Endangered",61,14
"Tasmanian Southern Ranges",1981,1985,"Extinct",5,1
"Tasmanian West",1981,1985,"Endangered",9,4
"Tasmanian West",1981,1985,"Vulnerable",13,3
"Subantarctic Islands",1981,1985,"Critically Endangered",18,4
"Subantarctic Islands",1981,1985,"Endangered",1,1
"Subantarctic Islands",1981,1985,"Vulnerable",2,2
"Murray Darling Depression",1981,1985,"Critically Endangered",5,4
"Avon Wheatbelt",1981,1985,"Critically Endangered",14,7
"Carnarvon",1981,1985,"Vulnerable",4,1
"Carnarvon",1981,1985,"Extinct",5,2
"Central Kimberley",1981,1985,"Not listed",1478,611
"Coolgardie",1981,1985,"Vulnerable",16,7
"Coolgardie",1981,1985,"Endangered",11,5
"Dampierland",1981,1985,"Endangered",7,1
"Dampierland",1981,1985,"Critically Endangered",1,1
"Esperance Plains",1981,1985,"Extinct",1,1
"Esperance Plains",1981,1985,"Critically Endangered",4,3
"Gibson Desert",1981,1985,"Not listed",492,236
"Jarrah Forest",1981,1985,"Critically Endangered",11,6
"Little Sandy Desert",1981,1985,"Not listed",280,192
"Mallee",1981,1985,"Endangered",14,9
"Mallee",1981,1985,"Vulnerable",31,7
"Mallee",1981,1985,"Critically Endangered",3,1
"Murchison",1981,1985,"Critically Endangered",6,2
"Swan Coastal Plain",1981,1985,"Vulnerable",29,12
"Yalgoo",1981,1985,"Critically Endangered",1,1
"Yalgoo",1981,1985,"Endangered",3,2
"Indian Tropical Islands",1981,1985,"Endangered",6,2
"Pacific Subtropical Islands",1981,1985,"Vulnerable",5,4
"Gulf Plains",1991,1995,"Vulnerable",18,8
"Mitchell Grass Downs",1991,1995,"Endangered",9,3
"Mount Isa Inlier",1991,1995,"Vulnerable",7,1
"Eyre Yorke Block",1991,1995,"Critically Endangered",2,2
"Gawler",1991,1995,"Vulnerable",16,5
"Hampton",1991,1995,"Endangered",1,1
"Nullarbor",1991,1995,"Endangered",5,1
"Stony Plains",1991,1995,"Endangered",40,2
"King",1991,1995,"Vulnerable",2,2
"Tasmanian Northern Midlands",1991,1995,"Vulnerable",13,7
"Tasmanian Northern Slopes",1991,1995,"Critically Endangered",7,2
"Tasmanian Northern Slopes",1991,1995,"Endangered",4,3
"Tasmanian Southern Ranges",1991,1995,"Critically Endangered",8,5
"Australian Alps",1991,1995,"Critically Endangered",106,6
"Australian Alps",1991,1995,"Vulnerable",139,14
"Southern Volcanic Plain",1991,1995,"Endangered",151,14
"Coolgardie",1991,1995,"Critically Endangered",4,3
"Coolgardie",1991,1995,"Endangered",9,5
"Geraldton Sandplains",1991,1995,"Critically Endangered",1,1
"Gibson Desert",1991,1995,"Critically Endangered",1,1
"Little Sandy Desert",1991,1995,"Endangered",1,1
"Mallee",1991,1995,"Critically Endangered",1,1
"Warren",1991,1995,"Critically Endangered",94,3
"Yalgoo",1991,1995,"Critically Endangered",7,3
"Pacific Subtropical Islands",1991,1995,"Endangered",49,6
"Pacific Subtropical Islands",1991,1995,"Vulnerable",8,4
"Pacific Subtropical Islands",1991,1995,"Critically Endangered",5,4
"Brigalow Belt South",1996,2000,"Critically Endangered",23,4
"Einasleigh Uplands",1996,2000,"Endangered",15,5
"Wet Tropics",1996,2000,"Critically Endangered",34,8
"Flinders Lofty Block",1996,2000,"Critically Endangered",24,4
"Gawler",1996,2000,"Endangered",16,4
"Kanmantoo",1996,2000,"Critically Endangered",6,2
"Ben Lomond",1996,2000,"Critically Endangered",10,2
"Ben Lomond",1996,2000,"Endangered",10,3
"Ben Lomond",1996,2000,"Vulnerable",105,8
"Furneaux",1996,2000,"Critically Endangered",10,5
"Furneaux",1996,2000,"Vulnerable",82,8
"King",1996,2000,"Endangered",45,9
"King",1996,2000,"Critically Endangered",24,6
"King",1996,2000,"Extinct",4,1
"Tasmanian Central Highlands",1996,2000,"Endangered",27,3
"Tasmanian Central Highlands",1996,2000,"Vulnerable",19,5
"Tasmanian Northern Midlands",1996,2000,"Endangered",18,5
"Tasmanian Northern Midlands",1996,2000,"Critically Endangered",27,4
"Tasmanian Northern Midlands",1996,2000,"Vulnerable",25,8
"Tasmanian Northern Slopes",1996,2000,"Endangered",7,4
"Tasmanian South East",1996,2000,"Vulnerable",39,12
"Tasmanian Southern Ranges",1996,2000,"Critically Endangered",7,3
"Tasmanian West",1996,2000,"Endangered",9,3
"South East Coastal Plain",1996,2000,"Conservation Dependent",10,3
"Carnarvon",1996,2000,"Vulnerable",2,2
"Coolgardie",1996,2000,"Critically Endangered",4,1
"Coolgardie",1996,2000,"Endangered",31,9
"Coolgardie",1996,2000,"Vulnerable",16,5
"Esperance Plains",1996,2000,"Critically Endangered",15,4
"Geraldton Sandplains",1996,2000,"Critically Endangered",3,1
"Geraldton Sandplains",1996,2000,"Vulnerable",29,15
"Gibson Desert",1996,2000,"Not listed",2119,331
"Jarrah Forest",1996,2000,"Vulnerable",71,20
"Little Sandy Desert",1996,2000,"Not listed",3454,614
"Mallee",1996,2000,"Endangered",74,14
"Mallee",1996,2000,"Vulnerable",15,6
"Northern Kimberley",1996,2000,"Vulnerable",2,2
"Warren",1996,2000,"Vulnerable",27,9
"Yalgoo",1996,2000,"Critically Endangered",1,1
"Yalgoo",1996,2000,"Endangered",2,2
"Yalgoo",1996,2000,"Vulnerable",11,3
"Indian Tropical Islands",1996,2000,"Critically Endangered",5,2
"Pacific Subtropical Islands",1996,2000,"Vulnerable",41,15
"South East Corner",1996,2000,"Critically Endangered",44,3
"Sydney Basin",1996,2000,"Extinct",8,1
"Central Arnhem",1996,2000,"Endangered",77,1
"Gulf Coastal",1996,2000,"Vulnerable",79,3
"Gulf Coastal",1996,2000,"Endangered",14,3
"MacDonnell Ranges",1996,2000,"Vulnerable",45,12
"Gulf Plains",1996,2000,"Endangered",49,3
"Gulf Plains",1996,2000,"Vulnerable",56,3
"Eyre Yorke Block",1996,2000,"Critically Endangered",14,2
"Gawler",1996,2000,"Vulnerable",11,4
"King",1996,2000,"Vulnerable",17,4
"Tasmanian Northern Slopes",1996,2000,"Vulnerable",7,3
"Tasmanian Southern Ranges",1996,2000,"Endangered",10,3
"Tasmanian Southern Ranges",1996,2000,"Vulnerable",8,5
"Tasmanian West",1996,2000,"Vulnerable",11,3
"Central Kimberley",2001,2005,"Endangered",8,2
"Dampierland",2001,2005,"Endangered",7,2
"Northern Kimberley",2001,2005,"Vulnerable",4,3
"Central Arnhem",2001,2005,"Endangered",16,3
"Central Mackay Coast",2001,2005,"Endangered",35,6
"Nandewar",2001,2005,"Endangered",13,7
"Great Sandy Desert",2001,2005,"Critically Endangered",1,1
"Gulf Plains",2001,2005,"Endangered",8,2
"Tasmanian Northern Midlands",2001,2005,"Vulnerable",11,7
"Tasmanian Northern Midlands",2001,2005,"Critically Endangered",12,4
"Tasmanian West",2001,2005,"Vulnerable",23,3
"Central Kimberley",2001,2005,"Vulnerable",2,1
"Dampierland",2001,2005,"Critically Endangered",1,1
"Gascoyne",2001,2005,"Critically Endangered",3,1
"Nandewar",2006,2010,"Endangered",41,8
"New England Tablelands",2006,2010,"Extinct",1,1
"Pacific Subtropical Islands",2006,2010,"Critically Endangered",11,4
"South Eastern Queensland",2006,2010,"Conservation Dependent",1,1
"Arnhem Coast",2006,2010,"Vulnerable",72,6
"Brigalow Belt North",2006,2010,"Critically Endangered",10,4
"Gulf Plains",2006,2010,"Vulnerable",12,6
"Mitchell Grass Downs",2006,2010,"Endangered",5,4
"Wet Tropics",2006,2010,"Critically Endangered",32,5
"Flinders Lofty Block",2006,2010,"Critically Endangered",43,4
"Furneaux",2006,2010,"Critically Endangered",6,2
"Tasmanian West",2006,2010,"Critically Endangered",5,1
"Subantarctic Islands",2006,2010,"Critically Endangered",2,2
"Coral Sea",2011,2015,"Not listed",3619,329
"Brigalow Belt South",2011,2015,"Critically Endangered",26,6
"Broken Hill Complex",2011,2015,"Vulnerable",73,4
"Darling Riverine Plains",2011,2015,"Endangered",35,4
"NSW North Coast",2011,2015,"Critically Endangered",244,5
"NSW South Western Slopes",2011,2015,"Critically Endangered",158,6
"NSW South Western Slopes",2011,2015,"Endangered",680,11
"Nandewar",2011,2015,"Critically Endangered",8,2
"Arnhem Coast",2011,2015,"Vulnerable",23,5
"Arnhem Plateau",2011,2015,"Endangered",8,4
"Central Arnhem",2011,2015,"Vulnerable",1,1
"Central Ranges",2011,2015,"Vulnerable",5,1
"Channel Country",2011,2015,"Endangered",4,1
"Daly Basin",2011,2015,"Vulnerable",1,1
"Great Sandy Desert",2011,2015,"Vulnerable",36,2
"Gulf Coastal",2011,2015,"Endangered",4,1
"Gulf Fall and Uplands",2011,2015,"Endangered",33,1
"Gulf Fall and Uplands",2011,2015,"Vulnerable",10,2
"Ord Victoria Plain",2011,2015,"Endangered",21,1
"Pine Creek",2011,2015,"Critically Endangered",79,1
"Simpson Strzelecki Dunefields",2011,2015,"Vulnerable",639,5
"Sturt Plateau",2011,2015,"Vulnerable",25,2
